code,target,interest,maturity,payment,status,id,income,age,scaleofcompany,education,marriage,workingtime,estate,houseloan,car,carloan,creditscore,application,pastsuccess,pastdefault,creditcertificate,creditreport,identitycertificate,jobcertificate,incomecertificate,estatecertificate,carcertificate,marriagecertificate,educertificate,techcertificate,mobilecertificate,weibocertificate
5733,30000 ,0.15 ,12,2706 ,1,144140,10000-20000,33,10-100,junior college,married,1-3 years,1,1,0,0,114,6,2,0,0,1,1,1,1,1,0,0,0,0,0,1
5734,50000 ,0.15 ,24,2420 ,,764162,--,30,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5735,20000 ,0.15 ,12,1804 ,,764253,2000-5000,24,above500,highschool,single,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,60000 ,0.15 ,24,2904 ,1,764239,20000-50000,24,10-100,highschool,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5737,50000 ,0.15 ,24,2420 ,,764271,--,23,--,--,--,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5738,30000 ,0.15 ,12,2706 ,1,764140,2000-5000,33,10-100,undergraduate,married,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,15000 ,0.22 ,24,777 ,1,751025,2000-5000,42,10-100,highschool,married,below 1 year,1,1,0,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5740,100000 ,0.18 ,24,5000 ,1,81195,5000-10000,23,less10,junior college,single,3-5 years,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5741,100000 ,0.15 ,24,4840 ,1,764249,5000-10000,44,10-100,highschool,married,1-3 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5742,10000 ,0.15 ,12,902 ,1,341878,10000-20000,25,10-100,undergraduate,single,1-3 years,0,0,0,0,20,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5743,3000 ,0.12 ,9,350 ,,764275,--,25,--,--,single,--,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5744,10000 ,0.16 ,3,3422 ,1,8219,above 50000,24,10-100,highschool,single,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5745,200000 ,0.15 ,12,18040 ,1,126554,above 50000,49,10-100,highschool,married,above 5 years,1,0,0,0,107,6,3,0,0,1,1,1,1,1,0,0,0,0,0,0
5746,5000 ,0.15 ,3,1709 ,1,757038,2000-5000,28,above500,junior college,married,above 5 years,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5747,100000 ,0.17 ,18,6340 ,1,764273,10000-20000,28,10-100,undergraduate,married,1-3 years,1,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5748,3000 ,0.10 ,3,1017 ,,764278,2000-5000,27,less10,highschool,single,below 1 year,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5749,20000 ,0.15 ,12,1804 ,1,26818,5000-10000,31,100-500,junior college,single,1-3 years,0,0,0,0,106,28,21,20,0,1,1,1,1,0,0,0,1,0,0,1
5750,30000 ,0.10 ,3,10170 ,1,757486,10000-20000,47,--,junior college,married,1-3 years,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5751,10000 ,0.15 ,12,902 ,,764301,--,34,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5752,3000 ,0.10 ,3,1017 ,0,281321,5000-10000,29,100-500,undergraduate,married,above 5 years,0,0,0,1,98,8,2,0,0,1,1,1,1,0,0,0,1,0,0,0
5753,200000 ,0.15 ,12,18040 ,,706218,10000-20000,27,above500,undergraduate,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5754,75000 ,0.15 ,24,3630 ,1,764009,5000-10000,25,100-500,junior college,single,1-3 years,1,0,0,0,80,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5755,100000 ,0.15 ,12,9020 ,1,764319,20000-50000,30,less10,junior college,married,1-3 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5756,3000 ,0.18 ,12,275 ,,764320,5000-10000,24,10-100,junior college,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5757,30000 ,0.18 ,6,5268 ,1,764295,10000-20000,42,above500,junior college,married,above 5 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5758,500000 ,0.11 ,6,86000 ,,764286,--,51,--,--,single,--,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5759,60000 ,0.15 ,12,5412 ,1,764328,5000-10000,30,10-100,undergraduate,married,1-3 years,1,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5760,10000 ,0.11 ,6,1720 ,1,677337,10000-20000,27,--,junior college,single,1-3 years,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5761,200000 ,0.15 ,12,18040 ,1,764344,20000-50000,27,10-100,highschool,married,below 1 year,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5762,5000 ,0.10 ,3,1695 ,,764340,2000-5000,47,above500,highschool,single,above 5 years,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5763,9000 ,0.12 ,9,1051 ,1,721325,2000-5000,27,above500,junior college,single,above 5 years,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5764,20000 ,0.15 ,12,1804 ,1,755400,2000-5000,31,above500,highschool,married,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5765,50000 ,0.15 ,24,2420 ,,764317,2000-5000,34,above500,highschool,married,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5766,49200 ,0.13 ,36,1663 ,0,764372,10000-20000,37,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5767,32000 ,0.13 ,36,1082 ,0,764374,5000-10000,35,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5768,20000 ,0.15 ,3,6836 ,1,610047,5000-10000,43,less10,highschool,married,above 5 years,1,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5769,61500 ,0.13 ,36,2079 ,0,764375,10000-20000,38,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5770,27600 ,0.13 ,24,1308 ,0,764377,5000-10000,45,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5771,62200 ,0.13 ,36,2102 ,0,764378,5000-10000,26,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5772,46900 ,0.12 ,18,2861 ,0,764379,10000-20000,44,less10,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5773,101500 ,0.12 ,18,6192 ,0,764380,20000-50000,50,10-100,highschool,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5774,95100 ,0.12 ,18,5801 ,0,764381,10000-20000,34,less10,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5775,30000 ,0.15 ,18,1872 ,,764384,--,32,--,junior college,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5776,190000 ,0.15 ,24,9196 ,1,678342,5000-10000,34,less10,junior college,married,below 1 year,1,0,0,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5777,30000 ,0.15 ,18,1872 ,1,752756,5000-10000,37,above500,junior college,married,below 1 year,1,1,0,0,20,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5778,50000 ,0.15 ,12,4510 ,1,761858,5000-10000,25,10-100,highschool,single,1-3 years,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5779,60000 ,0.15 ,24,2904 ,1,206596,5000-10000,32,10-100,undergraduate,married,1-3 years,0,0,0,0,20,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5780,3000 ,0.10 ,3,1017 ,,764370,--,32,--,undergraduate,married,--,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5781,200000 ,0.15 ,18,12480 ,1,763874,above 50000,30,less10,highschool,married,1-3 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5782,50000 ,0.15 ,24,2420 ,,764192,--,32,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5783,5000 ,0.11 ,6,860 ,,764411,2000-5000,25,above500,highschool,single,below 1 year,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5784,100000 ,0.18 ,24,5000 ,1,81195,5000-10000,23,less10,junior college,single,3-5 years,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5785,180000 ,0.12 ,18,10980 ,0,764433,10000-20000,47,10-100,junior college,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5786,200000 ,0.11 ,12,17680 ,0,764434,20000-50000,39,10-100,undergraduate,widow,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5787,200000 ,0.11 ,12,17680 ,0,764435,10000-20000,59,10-100,junior college,divorced,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5788,120000 ,0.12 ,18,7320 ,0,764436,10000-20000,36,10-100,junior college,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5789,50000 ,0.11 ,6,8600 ,1,706225,5000-10000,41,100-500,undergraduate,married,above 5 years,1,1,0,0,30,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5790,5000 ,0.15 ,18,312 ,,764387,2000-5000,25,100-500,undergraduate,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,100000 ,0.15 ,24,4840 ,,764425,--,31,--,highschool,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5792,10000 ,0.10 ,3,3390 ,1,758879,10000-20000,47,--,highschool,married,3-5 years,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5793,50000 ,0.24 ,24,2640 ,,764439,above 50000,26,less10,undergraduate,single,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5794,20000 ,0.20 ,12,1852 ,1,675403,10000-20000,22,--,undergraduate,single,1-3 years,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5795,120000 ,0.15 ,24,5808 ,1,763481,20000-50000,33,above500,undergraduate,divorced,above 5 years,1,0,0,0,90,4,1,0,0,1,1,1,1,1,0,0,0,0,0,0
5796,30000 ,0.15 ,24,1452 ,0,764009,5000-10000,25,100-500,junior college,single,1-3 years,1,0,0,0,80,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5797,30000 ,0.15 ,12,2706 ,1,753988,5000-10000,35,above500,highschool,married,below 1 year,1,1,0,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5798,60000 ,0.10 ,3,20340 ,1,763211,5000-10000,32,10-100,undergraduate,married,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5799,30000 ,0.18 ,12,2748 ,1,584065,20000-50000,27,10-100,undergraduate,single,1-3 years,0,0,0,0,20,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5800,100000 ,0.15 ,12,9020 ,1,718377,5000-10000,35,10-100,undergraduate,divorced,below 1 year,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5801,10000 ,0.10 ,3,3390 ,1,621467,2000-5000,33,10-100,undergraduate,married,1-3 years,1,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5802,10000 ,0.10 ,3,3390 ,1,753049,10000-20000,28,less10,junior college,married,3-5 years,0,0,0,0,20,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5803,10000 ,0.11 ,6,1720 ,,527663,2000-5000,32,10-100,junior college,single,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5804,20000 ,0.15 ,12,1804 ,,764461,5000-10000,26,10-100,junior college,single,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5805,100000 ,0.10 ,3,33900 ,1,754186,above 50000,42,10-100,highschool,married,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5806,150000 ,0.12 ,9,17520 ,0,107158,above 50000,47,10-100,undergraduate,married,above 5 years,1,0,0,0,116,7,4,1,0,1,1,1,1,1,0,0,0,0,0,0
5807,20000 ,0.12 ,9,2336 ,0,754461,5000-10000,30,above500,undergraduate,married,above 5 years,1,0,0,0,90,3,1,0,0,1,1,1,1,0,0,0,1,0,0,0
5808,100000 ,0.15 ,24,4840 ,,762477,--,40,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5809,30000 ,0.12 ,9,3504 ,1,726494,2000-5000,24,above500,junior college,single,1-3 years,0,0,0,0,20,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
5810,50000 ,0.15 ,24,2420 ,1,759918,10000-20000,23,less10,highschool,single,1-3 years,1,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5811,50000 ,0.15 ,9,5910 ,1,178001,10000-20000,35,10-100,junior college,married,1-3 years,1,0,0,0,20,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5812,100000 ,0.15 ,6,17400 ,1,760211,10000-20000,23,10-100,junior college,single,1-3 years,0,0,0,0,20,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5813,15000 ,0.10 ,3,5085 ,1,756912,2000-5000,24,--,junior college,single,1-3 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5814,5000 ,0.15 ,3,1709 ,1,690073,2000-5000,32,10-100,junior college,divorced,below 1 year,0,0,0,0,20,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5815,15000 ,0.15 ,24,726 ,1,762595,2000-5000,35,10-100,highschool,single,1-3 years,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5816,10000 ,0.20 ,12,926 ,0,764501,2000-5000,40,100-500,highschool,married,above 5 years,1,1,0,0,80,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5817,10000 ,0.10 ,3,3390 ,1,747793,2000-5000,30,less10,highschool,married,1-3 years,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5818,200000 ,0.15 ,12,18040 ,1,758634,2000-5000,34,less10,highschool,married,above 5 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,30000 ,0.20 ,6,5298 ,1,755855,5000-10000,37,--,junior college,married,1-3 years,1,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5820,3000 ,0.15 ,12,271 ,1,764014,5000-10000,33,100-500,master,married,1-3 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5821,93400 ,0.13 ,36,3157 ,0,764523,5000-10000,45,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5822,124500 ,0.13 ,36,4208 ,0,764524,5000-10000,29,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5823,49200 ,0.13 ,36,1663 ,0,764525,5000-10000,33,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5824,82500 ,0.12 ,18,5033 ,0,764526,5000-10000,53,10-100,undergraduate,divorced,below 1 year,1,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5825,36900 ,0.13 ,36,1247 ,0,764527,5000-10000,30,less10,highschool,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5826,34500 ,0.13 ,36,1166 ,0,764528,2000-5000,33,less10,undergraduate,divorced,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5827,46700 ,0.13 ,36,1578 ,0,764529,2000-5000,51,less10,undergraduate,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5828,63400 ,0.12 ,18,3867 ,0,764531,20000-50000,43,less10,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5829,155500 ,0.13 ,36,5256 ,0,764532,5000-10000,42,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5830,27100 ,0.13 ,36,916 ,0,764533,5000-10000,39,less10,undergraduate,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5831,27600 ,0.13 ,24,1308 ,0,764535,2000-5000,35,less10,junior college,divorced,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5832,46700 ,0.13 ,36,1578 ,0,764537,5000-10000,25,10-100,undergraduate,single,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5833,77800 ,0.13 ,36,2630 ,0,764538,20000-50000,32,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5834,50700 ,0.12 ,18,3093 ,0,764539,20000-50000,40,less10,highschool,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5835,100000 ,0.15 ,18,6240 ,1,764514,5000-10000,35,above500,undergraduate,married,above 5 years,1,1,0,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5836,3000 ,0.10 ,3,1017 ,1,764548,5000-10000,27,--,highschool,married,3-5 years,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5837,5000 ,0.18 ,12,458 ,,752057,--,22,--,junior college,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5838,7000 ,0.12 ,9,818 ,1,279039,5000-10000,24,10-100,highschool,married,below 1 year,1,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5839,3000 ,0.20 ,3,1034 ,1,719385,2000-5000,25,10-100,junior college,single,1-3 years,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5840,50000 ,0.24 ,12,4730 ,1,763477,2000-5000,28,above500,highschool,married,1-3 years,1,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5841,500000 ,0.15 ,24,24200 ,1,731500,20000-50000,39,10-100,highschool,married,3-5 years,1,1,0,1,20,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5842,10000 ,0.11 ,6,1720 ,,764544,--,27,--,junior college,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5843,3000 ,0.18 ,3,1030 ,,764321,2000-5000,24,100-500,junior college,single,below 1 year,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5844,30000 ,0.15 ,12,2706 ,,720704,--,28,100-500,highschool,single,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5845,350000 ,0.15 ,12,31570 ,,764468,5000-10000,34,100-500,junior college,married,above 5 years,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5846,50000 ,0.15 ,24,2420 ,1,748539,2000-5000,25,less10,junior college,single,1-3 years,0,0,0,0,20,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5847,50000 ,0.15 ,24,2420 ,1,764553,2000-5000,28,100-500,highschool,single,3-5 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5848,10000 ,0.10 ,3,3390 ,,705671,--,23,--,junior college,single,--,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5849,15000 ,0.15 ,24,726 ,1,764572,10000-20000,31,10-100,highschool,single,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5850,10000 ,0.15 ,12,902 ,,764568,5000-10000,23,above500,highschool,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5851,50000 ,0.24 ,9,6130 ,1,633543,5000-10000,24,--,junior college,single,1-3 years,0,0,0,0,30,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5852,10000 ,0.10 ,3,3390 ,,567306,2000-5000,34,10-100,undergraduate,married,above 5 years,1,1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5853,40000 ,0.15 ,24,1936 ,1,692901,2000-5000,29,10-100,highschool,married,above 5 years,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5854,20000 ,0.15 ,12,1804 ,1,764561,2000-5000,25,10-100,junior college,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5855,100000 ,0.15 ,24,4840 ,,764590,10000-20000,47,10-100,highschool,married,below 1 year,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5856,40000 ,0.15 ,24,1936 ,,747599,2000-5000,25,above500,highschool,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5857,10000 ,0.15 ,12,902 ,,764607,2000-5000,29,above500,undergraduate,single,above 5 years,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5858,3000 ,0.12 ,9,350 ,,756052,--,22,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5859,3000 ,0.10 ,3,1017 ,,703261,--,25,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,77800 ,0.13 ,36,2630 ,0,764630,2000-5000,36,less10,undergraduate,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5861,50700 ,0.12 ,18,3093 ,0,764631,20000-50000,37,10-100,undergraduate,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5862,27600 ,0.13 ,24,1308 ,0,764632,2000-5000,29,less10,undergraduate,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5863,93400 ,0.13 ,36,3157 ,0,764633,5000-10000,41,less10,undergraduate,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5864,93400 ,0.13 ,36,3157 ,0,764636,2000-5000,44,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5865,93400 ,0.13 ,36,3157 ,0,764637,2000-5000,37,less10,junior college,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5866,123000 ,0.13 ,36,4157 ,0,764638,5000-10000,48,less10,undergraduate,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5867,77800 ,0.13 ,36,2630 ,0,764639,5000-10000,48,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5868,50000 ,0.15 ,12,4510 ,1,764620,2000-5000,26,10-100,undergraduate,single,below 1 year,1,0,0,0,20,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5869,120000 ,0.15 ,18,7488 ,1,764624,20000-50000,29,10-100,highschool,married,1-3 years,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5870,200000 ,0.11 ,6,34400 ,,764644,--,25,--,highschool,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5871,9000 ,0.15 ,3,3073 ,1,355202,20000-50000,37,10-100,junior college,married,above 5 years,1,1,0,0,20,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5872,3000 ,0.10 ,3,1017 ,,532376,--,26,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5873,3000 ,0.10 ,3,1017 ,1,642403,2000-5000,30,10-100,highschool,married,1-3 years,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5874,3000 ,0.10 ,3,1017 ,,715496,--,37,--,--,--,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5875,40000 ,0.15 ,24,1936 ,1,764646,5000-10000,26,less10,highschool,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5876,100000 ,0.16 ,6,17460 ,1,712766,above 50000,37,less10,junior college,married,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5877,3000 ,0.11 ,6,516 ,1,764341,2000-5000,23,100-500,undergraduate,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5878,30000 ,0.15 ,12,2706 ,1,764654,5000-10000,26,10-100,junior college,single,3-5 years,0,0,0,0,25,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0
5879,200000 ,0.15 ,24,9680 ,,741426,--,26,--,undergraduate,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,10000 ,0.15 ,12,902 ,,764613,--,32,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5881,300000 ,0.15 ,24,14520 ,,764666,above 50000,23,10-100,highschool,single,3-5 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5882,100000 ,0.15 ,24,4840 ,,764655,above 50000,53,less10,highschool,married,3-5 years,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5883,20000 ,0.15 ,18,1248 ,1,221853,2000-5000,32,above500,highschool,married,above 5 years,1,1,0,0,20,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5884,33200 ,0.13 ,24,1574 ,0,764689,2000-5000,49,less10,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5885,61500 ,0.13 ,36,2079 ,0,764690,10000-20000,45,less10,undergraduate,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5886,55400 ,0.13 ,36,1873 ,0,764692,5000-10000,32,less10,junior college,married,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5887,43100 ,0.13 ,36,1457 ,0,764693,5000-10000,46,less10,junior college,divorced,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5888,101500 ,0.12 ,18,6192 ,0,764694,above 50000,47,10-100,highschool,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
5889,46700 ,0.13 ,36,1578 ,0,764695,5000-10000,32,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
